city,enroll,name,rate,state
Wilkesboro,2315,Wilkes Community College,23%,NC
Dallas,4953,Gaston College,22.6%,NC
Loch Sheldrake,1595,Sullivan County Community College,22.1%,NY
Buffalo,8140,Erie Community College,22.3%,NY
Chattanooga,327,Virginia College School of Business and Health,20%,TN
Montgomery,5068,Auburn University at Montgomery,21.1%,AL
Austin,511,Virginia College Austin,20.4%,TX
Van Nuys,650,King's University,20%,TX
Tuscaloosa,728,Stillman College,21.4%,AL
Somerset,5014,Somerset Community College,25%,KY
Greenville,285,Brown Mackie College Greenville,21%,SC
Scottville,1004,West Shore Community College,21.1%,MI
Keshena,191,College of Menominee Nation,20%,WI
Eastlake,182,Bryant and Stratton College Eastlake,20.3%,OH
Salt Lake City,34,University of Phoenix Utah Campus,20.7%,UT
Selden,20549,Suffolk County Community College,20.5%,NY
Wells,1381,York County Community College,20.7%,ME
Lihue,1343,Kauai Community College,21.6%,HI
Valdosta,3567,Wiregrass Georgia Technical College,21.9%,GA
Atlanta,42,Bauder College,21.5%,GA
Columbus,2927,Columbus Technical College,21.5%,GA
Aurora,7839,Community College of Aurora,21.3%,CO
Rome,6326,Georgia Northwestern Technical College,21.6%,GA
Dover,917,Wesley College,21.4%,DE
Modesto,14642,Modesto Junior College,21.3%,CA
Springfield,10506,Ozarks Technical Community College,22.9%,MO
Wilmington,6815,Los Angeles Harbor College,21.7%,CA
Jefferson City,1794,Lincoln University,22.2%,MO
Bel Air,4596,Harford Community College,22.2%,MD
Dowagiac,1756,Southwestern Michigan College,22.5%,MI
El Dorado,7008,Butler Community College,22.9%,KS
Cedar Rapids,12604,Kirkwood Community College,22.7%,IA
Sioux City,5451,Western Iowa Tech Community College,22.1%,IA
Chicago,6440,Northeastern Illinois University,22%,IL
Sacramento,18333,Sacramento City College,22.8%,CA
Vincennes,16389,Vincennes University,22.9%,IN
Chula Vista,15985,Southwestern College,22.5%,CA
Blythe,4152,Palo Verde College,22.8%,CA
San Jacinto,14035,Mt. San Jacinto Community College District,23%,CA
Imperial,7225,Imperial Valley College,22.9%,CA
Oakland,8168,Laney College,22.5%,CA
Ukiah,3269,Mendocino College,22.4%,CA
Ridgecrest,4862,Cerro Coso Community College,22.1%,CA
Rancho Cucamonga,18688,Chaffey College,22.1%,CA
Birmingham,143,Southeastern Bible College,22.4%,AL
Glendale,425,Bryant and Stratton College Glendale,21.6%,WI
San Antonio,16604,Northwest Vista College,21.7%,TX
Moreno Valley,7694,Moreno Valley College,21.7%,CA
Aurora,713,Colorado Technical University Greenwood Village,22%,CO
W Bloomfield,996,Michigan Jewish Institute,21.7%,MI
Hilo,2248,Hawaii Community College,21.3%,HI
Woodland,3227,Woodland Community College,21.3%,CA
Carthage,2469,Panola College,21.8%,TX
Houston,272,Commonwealth Institute of Funeral Service,21.3%,TX
Mount Vernon,3891,Skagit Valley College,21.2%,WA
Virginia Beach,1245,Bryant and Stratton College Virginia Beach,21.9%,VA
Port Arthur,2361,Lamar State College Port Arthur,21%,TX
Tullahoma,5852,Motlow State Community College,21.2%,TN
Laredo,9984,Laredo Community College,21.2%,TX
Butler,2529,Butler County Community College,21%,PA
Branchburg,6688,Raritan Valley Community College,22.3%,NJ
Claremont,746,River Valley Community College,22.9%,NH
Concord,2887,NHTI Concord's Community College,22.2%,NH
Sewell,5667,Gloucester County College,22.2%,NJ
Lincroft,9566,Brookdale Community College,22.8%,NJ
Elko,3414,Great Basin College,22%,NV
Sedalia,3785,State Fair Community College,22.1%,MO
Lame Deer,135,Chief Dull Knife College,22.2%,MT
Kansas City,149,National American University Zona Rosa,22.2%,MO
Lawrenceville,10949,Georgia Gwinnett College,22.8%,GA
Murray,104,Stevens Henager College Murray,22.4%,UT
Bellingham,622,Northwest Indian College,22.1%,WA
Bloomington,68,National American University Bloomington,22.4%,MN
Cheyenne,3883,Laramie County Community College,22.5%,WY
Madison,12152,Madison Area Technical College,22.4%,WI
Yakima,3643,Yakima Valley Community College,22.2%,WA
Madison,11486,University of Wisconsin Colleges,22.9%,WI
Roanoke,5625,Virginia Western Community College,22.5%,VA
Spokane,3805,Spokane Falls Community College,22.1%,WA
Charlottesville,4997,Piedmont Virginia Community College,22.7%,VA
Annandale,49560,Northern Virginia Community College,22.8%,VA
Astoria,741,Clatsop Community College,22.2%,OR
Houston,220,Vet Tech Institute of Houston,22.7%,TX
Gresham,5893,Mt Hood Community College,22.5%,OR
Union,1244,University of South Carolina Union,22.2%,SC
Montgomery,10,Prince Institute of Professional Studies Inc,24.8%,IL
Tonkawa,2997,Northern Oklahoma College,22.8%,OK
Prestonsburg,2162,Big Sandy Community and Technical College,21%,KY
Cloquet,1525,Fond du Lac Tribal and Community College,23%,MN
Norco,8756,Norco College,23.5%,CA
Puyallup,4453,Pierce College at Puyallup,23.2%,WA
Springfield,184,Bryan University Springfield,23.9%,MO
Brewton,746,Jefferson Davis Community College,24.3%,AL
Honolulu,62,University of Phoenix Hawaii Campus,23.9%,HI
Lafayette,5996,South Louisiana Community College,23.3%,LA
Seattle,4698,Seattle Community College Central Campus,23.5%,WA
Dayton,11,Miami Jacobs Career College Dayton,23.7%,OH
Claremore,3182,Rogers State University,23.1%,OK
Allendale,833,University of South Carolina Salkehatchie,23.3%,SC
Galveston,1870,Galveston College,23%,TX
North Chesterfield,741,Bryant and Stratton College Richmond,23.6%,VA
Miami,1763,Northeastern Oklahoma A&M College,23.3%,OK
Baytown,7159,Lee College,24%,TX
Burton,2240,Kent State University at Geauga,24.1%,OH
Tishomingo,2162,Murray State College,24.3%,OK
Salisbury,890,Livingstone College,24.1%,NC
Sanford,4871,Central Carolina Community College,24.7%,NC
Asheville,6270,Asheville Buncombe Technical Community College,24.7%,NC
Murfreesboro,981,Chowan University,24.7%,NC
Batavia,6529,University of Cincinnati Clermont College,23.9%,OH
Dryden,4563,Tompkins Cortland Community College,24.4%,NY
Saranac Lake,1595,North Country Community College,24.2%,NY
Carneys Point,889,Salem Community College,24.2%,NJ
Brooklyn,14214,CUNY Kingsborough Community College,24.8%,NY
Billings,4114,Montana State University Billings,24.5%,MT
Vineland,2465,Cumberland County College,24.7%,NJ
Moberly,4509,Moberly Area Community College,24.9%,MO
Mount Pleasant,825,Iowa Wesleyan College,24.8%,IA
Hillsboro,3680,Jefferson College,24.9%,MO
Westville,6092,Purdue University North Central Campus,25%,IN
Palos Hills,10578,Moraine Valley Community College,24.4%,IL
Chicago,1903,City Colleges of Chicago Kennedy King College,24.3%,IL
Galesburg,1687,Carl Sandburg College,24.9%,IL
Orlando,1667,Florida Hospital College of Health Sciences,24%,FL
Alamosa,3138,Adams State College,24.4%,CO
Valley Glen,14018,Los Angeles Valley College,24.3%,CA
Weed,1329,College of the Siskiyous,24.1%,CA
San Diego,18028,San Diego Mesa College,24.4%,CA
Kentfield,4213,College of Marin,24.7%,CA
Denver,17678,Metropolitan State College of Denver,24.6%,CO
Santa Ana,23936,Santa Ana College,24.9%,CA
Reedley,6329,Reedley College,24.7%,CA
Sacramento,13799,Cosumnes River College,25.9%,CA
Blytheville,1457,Arkansas Northeastern College,25.2%,AR
Fort Smith,5447,University of Arkansas Fort Smith,24.3%,AR
Anchorage,10845,University of Alaska Anchorage,24.5%,AK
San Jose,8085,Evergreen Valley College,24.5%,CA
Montgomery,2874,Faulkner University,25.5%,AL
Indianapolis,303,Brown Mackie College Indianapolis,24.7%,IN
Kenosha,9311,Gateway Technical College,24.1%,WI
Colorado Springs,22757,Colorado Technical University Online,24%,CO
Johnstown,2345,Pennsylvania Highlands Community College,24.5%,PA
Moreno Valley,406,Sage College,24.4%,CA
Spokane,6890,Spokane Community College,24.6%,WA
Vancouver,6921,Clark College,24.8%,WA
Bellevue,11546,Bellevue College,24.8%,WA
Alpine,2100,Sul Ross State University,24.2%,TX
Uvalde,5875,Southwest Texas Junior College,25%,TX
Paris,4365,Paris Junior College,24.4%,TX
Knoxville,5796,South College,24.6%,TN
Bluffton,2037,University of South Carolina Beaufort,24.4%,SC
Sioux Falls,155,National American University Sioux Falls,24.5%,SD
Gary,3460,Indiana University Northwest,25.9%,IN
Hobbs,1889,New Mexico Junior College,25.1%,NM
Goodman,4890,Holmes Community College,25.6%,MS
Bangor,2076,Eastern Maine Community College,25.4%,ME
Neosho,3989,Crowder College,25.6%,MO
Auburn,3003,Central Maine Community College,25.9%,ME
South Bend,4449,Indiana University South Bend,25.2%,IN
East Peoria,7385,Illinois Central College,25.7%,IL
Rockford,5494,Rock Valley College,25.2%,IL
Lakewood,6035,Red Rocks Community College,25.4%,CO
Glenwood Springs,5134,Colorado Mountain College,25.2%,CO
Fort Wayne,8298,Indiana University Purdue University Fort Wayne,25.9%,IN
Greeley,6940,Aims Community College,26%,CO
Santa Clara,5910,Mission College,25%,CA
Saint Martin,152,Chatfield College,23.7%,OH
Palm Desert,10229,College of the Desert,25.5%,CA
Troy,712,Montgomery Community College,23.9%,NC
Bolivia,1649,Brunswick Community College,23.3%,NC
Rochester,8721,Monroe Community College,23.3%,NY
Nashua,1183,Nashua Community College,23.4%,NH
Moorhead,2178,Mississippi Delta Community College,23.5%,MS
Kalispell,2015,Flathead Valley Community College,23.7%,MT
Clarksdale,1561,Coahoma Community College,23.7%,MS
Anoka,1690,Anoka Technical College,23.9%,MN
Henderson,1454,Henderson Community College,23.9%,KY
Alexandria,3771,Louisiana State University Alexandria,23.1%,LA
Chanute,1639,Neosho County Community College,23.2%,KS
Palatine,12015,Harper College,23.8%,IL
Hagerstown,3533,Hagerstown Community College,23.7%,MD
Oglesby,2470,Illinois Valley Community College,23.9%,IL
Chicago,67,Northwestern College,23%,IL
Carterville,2954,John A Logan College,23.8%,IL
Sugar Grove,7779,Waubonsee Community College,23.9%,IL
Los Angeles,142,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,25.6%,CA
Gadsden,4308,Gadsden State Community College,15.7%,AL
Washington,18,University of Phoenix Washington DC Campus,14.9%,DC
Independence,29,University of Phoenix Cleveland Campus,14.2%,OH
Phoenix,4673,GateWay Community College,15.3%,AZ
Avondale,8516,Estrella Mountain Community College,14.8%,AZ
Edison,93,Rabbi Jacob Joseph School,14.6%,NJ
Big Spring,50,Southwest Collegiate Institute for the Deaf,14.3%,TX
Brimley,502,Bay Mills Community College,14.6%,MI
Pensacola,285,Virginia College Pensacola,14.3%,FL
Milwaukee,152,Bryant and Stratton College Milwaukee,14.2%,WI
Marion,1135,McDowell Technical Community College,14.1%,NC
Warner,1890,Connors State College,14.7%,OK
Bentonville,7037,NorthWest Arkansas Community College,14.7%,AR
Graham,3789,Alamance Community College,14.3%,NC
Oak Park,58,Yeshiva Gedolah of Greater Detroit,14.7%,MI
Kenansville,1320,James Sprunt Community College,14.7%,NC
Farmington,5307,San Juan College,14.5%,NM
West Windsor,6205,Mercer County Community College,13.6%,NJ
Omaha,13709,Metropolitan Community College Area,13.1%,NE
White Bear Lake,7678,Century Community and Technical College,13.8%,MN
Monroe,2475,Monroe County Community College,13.7%,MI
Hudson,3550,Caldwell Community College and Technical Institute,14.5%,NC
Brooklyn,49,Mesivta of Eastern Parkway Yeshiva Zichron Meilech,14.3%,NY
Wheeling,1099,West Virginia Northern Community College,10%,WV
Temple,4396,Temple College,9%,TX
Compton,4236,El Camino College Compton Center,12.1%,CA
Mount Pleasant,131,Saginaw Chippewa Tribal College,9.6%,MI
Baton Rouge,7494,Baton Rouge Community College,9.8%,LA
Irving,11512,North Lake College,9.3%,TX
Mahnomen,123,White Earth Tribal and Community College,9.3%,MN
The Woodlands,68653,Lone Star College,9.1%,TX
Carlsbad,1361,New Mexico State University Carlsbad,7.7%,NM
Williamston,856,Martin Community College,7.4%,NC
Gallup,2005,University of New Mexico Gallup Campus,7.5%,NM
Largo,10577,Prince George's Community College,7.4%,MD
Saint Louis,1210,Harris Stowe State University,7.6%,MO
Brooklyn,37,Yeshivat Mikdash Melech,7.1%,NY
Adelphi,55323,University of Maryland University College,8%,MD
Indianapolis,19,University of Phoenix Indianapolis Campus,6.3%,IN
Dallas,11619,Mountain View College,6.3%,TX
Cleveland,202,Bryant & Stratton College Cleveland,6.9%,OH
Dallas,384,Paul Quinn College,6.4%,TX
North Canton,10596,Stark State College,6.8%,OH
Brooklyn,39,Torah Temimah Talmudical Seminary,7%,NY
Baltimore,3864,Baltimore City Community College,6.3%,MD
Cambridge,2451,Cambridge College,6%,MA
Holbrook,2786,Northland Pioneer College,6.3%,AZ
Belmar,66,Mesivta Keser Torah,5.4%,NJ
Birmingham,8519,Jefferson State Community College,6.1%,AL
Springdale,148,Ecclesia College,5.9%,AR
Dallas,69171,Dallas College,5%,TX
Brenham,17420,Blinn College,5.8%,TX
Oklahoma City,4456,Oklahoma State University Oklahoma City,5.7%,OK
Orrville,1575,University of Akron Wayne College,5.6%,OH
Lumberton,1809,Robeson Community College,5.3%,NC
Dearborn,11379,Henry Ford Community College,5.7%,MI
Macy,409,Nebraska Indian Community College,5.8%,NE
Boston,728,Boston Architectural College,5.1%,MA
Swainsboro,2008,East Georgia College,5.6%,GA
Memphis,7168,Southwest Tennessee Community College,4.8%,TN
Los Angeles,1361,Bryan University,5.7%,CA
Baraga,79,Keweenaw Bay Ojibwa Community College,2.9%,MI
Lakewood,230,Yeshiva Toras Chaim,2.5%,NJ
Tempe,15682,Rio Salado College,4.3%,AZ
Toledo,90,Herzing University Toledo,3.3%,OH
Brooklyn,155,Yeshivas Novominsk,2.5%,NY
Phoenix,905,Western International University,2.8%,AZ
Roxbury Crossing,1142,Roxbury Community College,8.7%,MA
Indianapolis,231,Martin University,8.3%,IN
Atlanta,60,Carver Bible College,8.9%,GA
Rome,5240,Georgia Highlands College,8.4%,GA
Chicago,6551,City Colleges of Chicago Malcolm X College,8.5%,IL
New Haven,5703,Gateway Community College,8.6%,CT
Miami Beach,52,Yeshivah Gedolah Rabbinical College,7.8%,FL
Schaumburg,2,University of Phoenix Chicago Campus,7.4%,IL
Hartford,2474,Capital Community College,8.6%,CT
Mesquite,16769,Eastfield College,7.1%,TX
Davenport,30512,Purdue Global Davenport Campus,23.3%,IA
Decatur,15353,Perimeter College,7.4%,GA
Lancaster,8030,Cedar Valley College,7.7%,TX
Cleveland,17523,Cuyahoga Community College District,7.1%,OH
Corpus Christi,10395,Del Mar College,7.9%,TX
Greenville,9756,Greenville Technical College,9.2%,SC
Rocky Mount,2874,Nash Community College,7.8%,NC
Florence,2861,Florence Darlington Technical College,7.8%,SC
Whiteville,1079,Southeastern Community College,7.8%,NC
Beaufort,2046,Technical College of the Lowcountry,9.7%,SC
Graniteville,1873,Aiken Technical College,9.9%,SC
Fremont,2015,Terra State Community College,9.1%,OH
Hamlet,2164,Richmond Community College,10%,NC
Fort Yates,256,Sitting Bull College,9.3%,ND
Fayetteville,9790,Fayetteville Technical Community College,9.2%,NC
Brooklyn,75,Beth Hamedrash Shaarei Yosher Institute,9.1%,NY
West Memphis,1077,Mid South Community College,11.2%,AR
Grants,692,New Mexico State University Grants,9.6%,NM
Bridgeport,3604,Housatonic Community College,11.9%,CT
Farmington,3320,Tunxis Community College,11.9%,CT
Denver,7091,Community College of Denver,11.6%,CO
Oakland,6289,Merritt College,11.7%,CA
Los Lunas,1883,University of New Mexico Valencia County Campus,9.2%,NM
Independence,83,National American University Independence,10%,MO
Tuscaloosa,4659,Shelton State Community College,12%,AL
Birmingham,3094,Lawson State Community College Birmingham Campus,11.1%,AL
Bay Minette,7048,James H Faulkner State Community College,11.5%,AL
Birmingham,14,University of Phoenix Birmingham Campus,10%,AL
Jersey City,11,University of Phoenix Jersey City Campus,10.6%,NJ
San Antonio,12455,St Philip's College,10.7%,TX
Dallas,20032,Richland College,10.7%,TX
Sioux Falls,170,Kilian Community College,10.6%,SD
Sumter,2640,Central Carolina Technical College,10.5%,SC
Reading,4737,Reading Area Community College,10.9%,PA
Charleston,11286,Trident Technical College,10.5%,SC
Eugene,6807,Lane Community College,11%,OR
Philadelphia,11647,Community College of Philadelphia,10.8%,PA
Harrisburg,14023,Harrisburg Area Community College Harrisburg,10.3%,PA
Perrysburg,7516,Owens Community College,10.3%,OH
Huron,1940,Bowling Green State University Firelands,10.5%,OH
Alamogordo,946,New Mexico State University Alamogordo,10.3%,NM
Brooklyn,6,Beth Hatalmud Rabbinical College,10%,NY
Las Cruces,6454,New Mexico State University Dona Ana,10.8%,NM
Durham,4119,Durham Technical Community College,10.7%,NC
Dayton,18544,Sinclair Community College,10.9%,OH
Saint Louis,14910,Saint Louis Community College,10.1%,MO
Chalmette,2109,Nunez Community College,10.6%,LA
Bainbridge,1746,Bainbridge College,10.5%,GA
Atlanta,1605,Atlanta Metropolitan College,11%,GA
North Little Rock,4418,Pulaski Technical College,11%,AR
Boston,9290,Bunker Hill Community College,10.4%,MA
Bossier City,5727,Bossier Parish Community College,10.6%,LA
Enterprise,1796,Enterprise State Community College,10.3%,AL
Overland Park,254,National American University Overland Park,9.7%,KS
Jersey City,6776,Hudson County Community College,9.3%,NJ
Poplar,564,Fort Peck Community College,9.7%,MT
Newark,6029,Essex County College,9.1%,NJ
Detroit,12749,Wayne County Community College District,9.6%,MI
Petoskey,1645,North Central Michigan College,9.5%,MI
Skokie,170,Hebrew Theological College,9.3%,IL
Indianapolis,86100,Ivy Tech Community College Central Indiana,9.5%,IN
Chicago,487,East West University,9.2%,IL
Marietta,8980,Chattahoochee Technical College,9.1%,GA
Chicago,1831,City Colleges of Chicago Olive Harvey College,9.9%,IL
Norwalk,4106,Norwalk Community College,9.1%,CT
Eureka,3686,College of the Redwoods,9.2%,CA
Tsaile,1315,Dine College,9.7%,AZ
Barstow,2341,Barstow Community College,9%,CA
Mobile,2479,Bishop State Community College,9.8%,AL
Brookfield,11,University of Phoenix Milwaukee Campus,8.7%,WI
Baltimore,16126,The Community College of Baltimore County,8.1%,MD
Braintree,4,University of Phoenix Boston Campus,8.4%,MA
North Charleston,388,Virginia College in Charleston,8.2%,SC
Flagstaff,2929,Coconino Community College,8.4%,AZ
Ruidoso,602,Eastern New Mexico University Ruidoso Campus,8.6%,NM
Killeen,8922,Central Texas College,8.4%,TX
Austin,35609,Austin Community College District,8.2%,TX
Kingstree,530,Williamsburg Technical College,8.8%,SC
Langston,1960,Langston University,8.2%,OK
West Columbia,8702,Midlands Technical College,8.3%,SC
Ahoskie,624,Roanoke Chowan Community College,8.7%,NC
Columbus,6815,Franklin University,9%,OH
Spindale,1913,Isothermal Community College,8.8%,NC
Washington,1627,Beaufort County Community College,8.4%,NC
Ranchos de Taos,1244,University of New Mexico Taos Campus,8.8%,NM
Brooklyn,146,Mirrer Yeshiva Cent Institute,8.2%,NY
Tarboro,1508,Edgecombe Community College,8.4%,NC
Los Alamos,845,University of New Mexico Los Alamos Campus,8.2%,NM
Las Vegas,29942,College of Southern Nevada,8.2%,NV
Pittsburgh,11977,Community College of Allegheny County,11.2%,PA
Kirtland,4786,Lakeland Community College,11.9%,OH
Ashtabula,1859,Kent State University at Ashtabula,11.1%,OH
Bloomfield Hills,13963,Oakland Community College,8.4%,MI
Newark,2636,Central Ohio Technical College,11.5%,OH
Winterville,7346,Pitt Community College,11%,NC
Polkton,2967,South Piedmont Community College,11.2%,NC
Brooklyn,4134,CUNY Medgar Evers College,11.5%,NY
Charlotte,17208,Central Piedmont Community College,11.8%,NC
Warren,16762,Macomb Community College,11.2%,MI
Paterson,5076,Passaic County Community College,11.5%,NJ
Lansing,10303,Lansing Community College,11%,MI
Farmers Branch,13726,Brookhaven College,9.1%,TX
Portsmouth,1544,Great Bay Community College,11.3%,NH
Kahului,2724,University of Hawaii Maui College,11%,HI
New Orleans,12139,Delgado Community College,11.3%,LA
River Grove,9048,Triton College,11.4%,IL
Barnesville,3101,Gordon College,11.8%,GA
Albany,4120,Darton College,11.8%,GA
Phoenix,99,American Indian College of the Assemblies of God Inc,12.5%,AZ
Kalamazoo,6966,Kalamazoo Valley Community College,11.2%,MI
Beckley,1042,New River Community and Technical College,11.5%,WV
Muscle Shoals,3371,Northwest Shoals Community College Muscle Shoals,12.3%,AL
Huntsville,872,J F Drake State Technical College,12.5%,AL
Columbia,11,University of Phoenix Columbia Campus,11.7%,SC
Louisville,18,University of Phoenix Louisville Campus,11%,KY
Riverdale,88,Yeshiva of the Telshe Alumni,11.9%,NY
Birmingham,2108,Virginia College Birmingham,11.2%,AL
Seattle,779,Antioch University Seattle,11.7%,WA
McKinney,33686,Collin County Community College District,11.9%,TX
Fort Worth,36264,Tarrant County College District,11.2%,TX
Nashville,6647,Nashville State Community College,11.4%,TN
Jackson,3938,Jackson State Community College,11.7%,TN
Chattanooga,6575,Chattanooga State Community College,11.4%,TN
Rock Hill,3835,York Technical College,11.1%,SC
Orangeburg,2145,Orangeburg Calhoun Technical College,11.4%,SC
Meridian,5,University of Phoenix Idaho Campus,12.4%,ID
Milwaukee,11828,Milwaukee Area Technical College,12.5%,WI
Mount Gay,1439,Southern West Virginia Community and Technical College,12%,WV
Brooklyn Center,125,National American University Brooklyn Center,12.8%,MN
Fairmont,1596,Pierpont Community and Technical College,12.2%,WV
Newport,427,Oregon Coast Community College,13%,OR
Houston,46780,Houston Community College,12.2%,TX
Dyersburg,2778,Dyersburg State Community College,12.3%,TN
Lufkin,4272,Angelina College,12.1%,TX
San Antonio,17677,San Antonio College,12.4%,TX
Kyle,1451,Oglala Lakota College,12.5%,SD
Cheraw,1717,Northeastern Technical College,12.9%,SC
Sisseton,140,Sisseton Wahpeton College,12.7%,SD
Youngwood,4182,Westmoreland County Community College,12.7%,PA
Grants Pass,3438,Rogue Community College,12.9%,OR
Warwick,11962,Community College of Rhode Island,12.8%,RI
Muskogee,266,Bacone College,12.2%,OK
University Center,7054,Delta College,13.4%,MI
Flint,6245,Mott Community College,13%,MI
Oklahoma City,11388,Oklahoma City Community College,12.1%,OK
Eunice,3023,Louisiana State University Eunice,13.4%,LA
Houma,1762,L E Fletcher Technical Community College,13.9%,LA
New Orleans,2106,Southern University at New Orleans,13.3%,LA
Hobart,117,College of Court Reporting Inc,13.8%,IN
Joliet,11551,Joliet Junior College,13.4%,IL
Waterbury,4673,Naugatuck Valley Community College,13.7%,CT
Winsted,1128,Northwestern Connecticut Community College,13.4%,CT
Marion,2662,Marion Technical College,12.8%,OH
Los Angeles,4565,Los Angeles Southwest College,13.4%,CA
Martinsburg,4060,Blue Ridge Community and Technical College,12.4%,WV
Mesa,16494,Mesa Community College,13.7%,AZ
Phenix City,1360,Chattahoochee Valley Community College,13.8%,AL
Huntington,1127,Mountwest Community and Technical College,12.7%,WV
East Liverpool,1021,Kent State University at East Liverpool,12.9%,OH
Columbus,25102,Columbus State Community College,12.3%,OH
Springfield,5042,Clark State Community College,12.8%,OH
Hobbs,1064,University of the Southwest,12.8%,NM
Brooklyn,142,Yeshiva Derech Chaim,12.5%,NY
Jamestown,9960,Guilford Technical Community College,12.3%,NC
Long Beach,157,Rabbinical College of Long Island,12.5%,NY
Blackwood,7658,Camden County College,12.9%,NJ
Shreveport,2745,Southern University at Shreveport,12.1%,LA
Manchester,751,Hesser College,13%,NH
Harrison,3297,Mid Michigan Community College,12%,MI
Battle Creek,3453,Kellogg Community College,12%,MI
Jackson,4103,Jackson Community College,12.2%,MI
Flint,4969,Baker College of Flint,12.8%,MI
Augusta,4422,University of Maine at Augusta,12.5%,ME
Louisville,11811,Jefferson Community and Technical College,12.9%,KY
El Paso,24621,El Paso Community College,13.1%,TX
Salt Lake City,27225,Salt Lake Community College,13.7%,UT
Tyler,731,Texas College,13.5%,TX
Kansas City,345,Donnelly College,12.6%,KS
Denmark,612,Denmark Technical College,13.5%,SC
Henderson,7227,Nevada State College,13.9%,NV
Elyria,9520,Lorain County Community College,13.9%,OH
Pinehurst,3986,Sandhills Community College,13.4%,NC
Cincinnati,8140,Cincinnati State Technical and Community College,13.4%,OH
Midwest City,6851,Rose State College,13.9%,OK
Salem,7492,Chemeketa Community College,13.9%,OR
Salisbury,6716,Rowan Cabarrus Community College,13.3%,NC
Tulsa,14428,Tulsa Community College,13.6%,OK
Bronx,7265,CUNY Bronx Community College,13.1%,NY
Cranford,7930,Union County College,13%,NJ
Chicago,7236,City Colleges of Chicago Wilbur Wright College,14.6%,IL
Valhalla,9121,SUNY Westchester Community College,13.3%,NY
New Bern,2713,Craven Community College,13%,NC
Winston Salem,7774,Forsyth Technical Community College,13.6%,NC
Santa Fe,3266,Santa Fe Community College,13.7%,NM
Chicago,5750,City Colleges of Chicago Harold Washington College,14.9%,IL
Pearl City,6413,Leeward Community College,14.8%,HI
Chicago,2366,Chicago State University,14.3%,IL
Brunswick,3232,College of Coastal Georgia,14.5%,GA
Atlanta,410,Beulah Heights University,14.4%,GA
Dover,12402,Delaware Technical and Community College Terry,14.4%,DE
Washington,3476,University of the District of Columbia,14.4%,DC
Norwich,3019,Three Rivers Community College,14.3%,CT
San Diego,12956,San Diego City College,14.7%,CA
Phoenix,9050,Phoenix College,14.4%,AZ
Glendale,13882,Glendale Community College,14.7%,AZ
Tanner,8702,John C Calhoun State Community College,14.1%,AL
Selma,389,Concordia College Selma,14.6%,AL
Lakewood,117,Bais Medrash Toras Chesed,13.5%,NJ
Harrisburg,3206,Harrisburg University of Science and Technology,13.2%,PA
Norwalk,2,University of Phoenix Fairfield County Campus,13.3%,CT
Albuquerque,18563,Central New Mexico Community College,14.6%,NM
Far Rockaway,170,Beis Medrash Heichal Dovid,13.5%,NY
Brooklyn Park,5173,North Hennepin Community College,14.1%,MN
Tucson,15000,Pima Community College,12.4%,AZ
Minneapolis,5973,Minneapolis Community and Technical College,14%,MN
Edison,9477,Middlesex County College,14.7%,NJ
Salisbury,2434,Wor Wic Community College,14.1%,MD
Wellesley Hills,3423,Massachusetts Bay Community College,14.3%,MA
Chicago Heights,2618,Prairie State College,14.5%,IL
Parsons,1453,Labette Community College,14.3%,KS
Benton Harbor,2729,Lake Michigan College,14.2%,MI
Grand Rapids,12642,Grand Rapids Community College,14%,MI
Norfolk,16797,Tidewater Community College,14.6%,VA
Cleveland,3161,Cleveland State Community College,14.3%,TN
Gainesville,7653,North Central Texas College,14.5%,TX
Newtown,6223,Bucks County Community College,14.5%,PA
Spartanburg,6097,Spartanburg Community College,14%,SC
Richmond,7252,J Sargeant Reynolds Community College,14.8%,VA
Chicago,258,MacCormac College,14.9%,IL
